nome_completo,prim_habi,data_nasci,local_nasci,uf_3,data_emissao,validade,doc_identida,org_emissor,uf_4c,cpf,num_regis,categoria,pai,mae,assinatura
Sr. Paulo Azevedo,D,19/08/1969,Aparecida,MA,14/05/2024,12/05/2034,67.931.491-9,SSP,ES,217.503.698-77,79555604709,D,Pedro Miguel Guerra,Joana Nogueira,Sr. Paulo Azevedo
Yago Duarte,B,24/08/1976,Aragao do Campo,SP,14/10/2024,12/10/2034,25.827.324-4,SSP,DF,401.579.682-94,29249326313,B,Heitor Oliveira,Aurora da Mata,Yago Duarte
Melissa Lima,D,19/12/1967,Castro,BA,27/06/2024,25/06/2034,63.848.753-2,IPF,AC,761.324.089-40,88191790082,D,Thales Pinto,Dra. Eloa Abreu,Melissa Lima
Maria Laura Almeida,E,15/08/1946,Melo do Oeste,SC,27/11/2020,25/11/2030,98.416.143-5,DETRAN,AC,765.092.184-02,50095366441,E,Gustavo Costa,Raquel Aragao,Maria Laura Almeida
Maria Fernanda Camara,D,15/02/1957,Mendonca,RN,10/03/2021,08/03/2031,69.236.621-8,IIRGD,GO,983.725.106-95,26804498179,D,Isaac Ribeiro,Mariah Brito,Maria Fernanda Camara
Dr. Raul Santos,A,26/03/1947,Caldeira,SP,17/09/2019,14/09/2029,12.672.405-1,IFP,CE,813.564.027-71,09623273180,A,Sr. Leo Teixeira,Pietra da Costa,Dr. Raul Santos
Sra. Luisa Goncalves,A,02/07/1948,Leao,MT,10/09/2019,07/09/2029,22.648.684-7,IFP,SE,724.180.659-01,49898756727,A,Bruno Ribeiro,Nina Peixoto,Sra. Luisa Goncalves
Gael Henrique da Mata,A,10/09/1990,Santos,CE,10/02/2023,07/02/2033,47.770.232-7,DETRAN,AP,014.235.678-62,81438062549,A,Theo da Mata,Ana Julia Freitas,Gael Henrique da Mata
Yan Moura,D,22/09/1984,Novais,RJ,28/01/2022,26/01/2032,68.909.178-1,IPF,ES,284.609.713-50,79752883750,D,Calebe Gomes,Ester Macedo,Yan Moura
Joana Mendonca,A,27/03/2002,das Neves de Martins,ES,18/05/2022,15/05/2032,91.223.371-0,IFP,BA,879.631.045-66,46411909490,A,Anthony Gabriel Montenegro,Stephany Goncalves,Joana Mendonca
Nicole Vieira,E,18/06/1972,Lima,PR,10/09/2023,07/09/2033,91.486.228-5,IFP,RR,792.638.405-47,73904245758,E,Apollo Alves,Esther Ribeiro,Nicole Vieira
Bernardo Freitas,A,10/08/1982,Alves,RR,14/01/2021,12/01/2031,42.377.927-1,DETRAN,PB,018.294.735-14,30456012334,A,Paulo Farias,Cecilia da Cruz,Bernardo Freitas
Dr. Samuel Abreu,E,19/01/1983,Costela,PB,23/12/2019,20/12/2029,50.746.386-9,IFP,PB,648.751.903-01,11008009643,E,Luiz Otavio Leao,Evelyn Aragao,Dr. Samuel Abreu
Caroline da Paz,E,23/04/1952,Jesus,CE,06/12/2020,04/12/2030,19.614.473-6,DETRAN,ES,136.208.974-50,33745463435,E,Arthur Castro,Maria Julia Macedo,Caroline da Paz
Davi Luiz Rodrigues,B,29/08/1990,Cirino,RN,18/12/2019,15/12/2029,41.163.531-6,IPF,SE,132.697.045-34,72885154466,B,Samuel Sousa,Srta. Sophie da Paz,Davi Luiz Rodrigues
Ana Laura Araujo,C,16/01/1952,Peixoto da Prata,MG,16/06/2022,13/06/2032,41.890.153-5,DETRAN,GO,017.643.825-44,16428869234,C,Enzo Goncalves,Clarice da Rosa,Ana Laura Araujo
Sr. Marcos Vinicius Camara,E,04/08/1967,Costa,PI,16/04/2023,13/04/2033,75.501.576-8,IFP,AC,851.064.729-11,87094158366,E,Breno da Rosa,Jade Silveira,Sr. Marcos Vinicius Camara
Vinicius Ramos,B,20/02/1981,Macedo do Amparo,AL,22/06/2024,20/06/2034,55.861.130-7,PC,MS,437.196.825-28,56700483995,B,Ravy Pinto,Larissa Moura,Vinicius Ramos
Maria Isis Abreu,C,09/07/1951,Rodrigues,AM,14/11/2016,12/11/2026,59.242.109-7,DETRAN,RJ,846.235.709-83,13864122990,C,Levi Marques,Larissa Ribeiro,Maria Isis Abreu
Maria Vitoria Vieira,E,06/09/1971,Farias,PB,24/06/2016,22/06/2026,20.753.417-3,IIRGD,RN,583.709.264-10,06132533235,E,Sr. Bento Macedo,Livia Melo,Maria Vitoria Vieira
Catarina Rios,A,04/01/1951,Sousa de Novaes,GO,14/03/2024,12/03/2034,64.578.708-7,SSP,AL,213.465.980-70,34697364166,A,Sr. Yan Borges,Sra. Lais Montenegro,Catarina Rios
Enzo Santos,C,18/04/1994,Vieira,MA,07/05/2022,04/05/2032,53.398.528-8,IIRGD,RJ,079.436.518-39,09464439690,C,Gael Henrique Vieira,Fernanda Pacheco,Enzo Santos
Natalia da Cruz,A,19/01/1948,Pires da Serra,RO,22/11/2016,20/11/2026,41.437.269-2,IPF,MA,359.804.172-14,80648286811,A,Thales Fernandes,Helena Azevedo,Natalia da Cruz
Heloisa da Mota,C,27/04/1975,Fogaca,RS,09/03/2016,07/03/2026,26.915.357-7,IPF,MS,208.467.915-01,29145003187,C,Apollo Camargo,Beatriz Silva,Heloisa da Mota
Josue Macedo,B,30/11/2002,Vieira da Serra,SP,13/07/2018,10/07/2028,36.853.208-9,SSP,MT,701.826.935-03,30824734553,B,Fernando Oliveira,Kamilly da Costa,Josue Macedo
Heitor da Luz,E,07/01/1975,Pires de Pacheco,MS,24/11/2020,22/11/2030,86.427.387-9,SSP,DF,798.526.014-58,67871285776,E,Henry Sa,Maria Helena Sampaio,Heitor da Luz
Stephany Viana,E,23/06/1959,Macedo do Amparo,SC,15/02/2019,12/02/2029,96.206.860-3,IFP,AM,528.730.149-97,32483520503,E,Vinicius Machado,Brenda Almeida,Stephany Viana
Aurora Ramos,C,28/01/1993,Lopes,SP,07/02/2023,04/02/2033,89.507.559-6,DETRAN,SP,765.102.839-21,32256759193,C,Isaac Araujo,Alice Garcia,Aurora Ramos
Giovanna Silveira,C,18/12/1984,Ferreira Verde,MA,10/11/2021,08/11/2031,21.848.281-3,IFP,AM,912.563.740-16,31942344308,C,Dr. Carlos Eduardo Azevedo,Liz da Cruz,Giovanna Silveira
Liz Sales,B,10/08/1955,Farias,MS,07/05/2016,05/05/2026,88.965.837-5,IPF,AP,640.312.598-24,37503394175,B,Kaique Lopes,Sra. Valentina Camara,Liz Sales
Ana Laura Teixeira,C,06/09/1988,Brito,BA,27/08/2019,24/08/2029,87.872.544-0,DETRAN,SC,051.467.829-11,25513017535,C,Diogo Sales,Sara Barros,Ana Laura Teixeira
Rhavi Andrade,D,06/05/1984,Ribeiro,MA,13/07/2022,10/07/2032,40.280.490-9,PC,CE,168.940.327-69,45646863885,D,Caue Silveira,Antonella Machado,Rhavi Andrade
Dr. Enzo Gabriel Siqueira,A,17/04/1986,Abreu,ES,16/04/2021,14/04/2031,94.208.951-8,IIRGD,BA,527.381.409-04,66420592361,A,Sr. Joao Lucas Montenegro,Sra. Gabrielly Castro,Dr. Enzo Gabriel Siqueira
Valentina Aparecida,C,26/02/1964,Fogaca das Pedras,RN,06/12/2017,04/12/2027,70.968.533-0,DETRAN,PI,154.287.603-62,40930671029,C,Felipe Borges,Melina Siqueira,Valentina Aparecida
Lais Sa,D,06/08/1977,Caldeira do Galho,PI,07/12/2021,05/12/2031,46.455.549-5,IIRGD,GO,685.721.940-02,11983537820,D,Dr. Jose Mendes,Sra. Isis Barros,Lais Sa
Dr. Benicio Monteiro,C,07/08/1972,Vasconcelos,MT,22/04/2024,20/04/2034,89.353.593-0,IFP,SE,063.792.185-21,30444204058,C,Sr. Brayan Pinto,Juliana Correia,Dr. Benicio Monteiro
Srta. Sofia Fogaca,B,30/05/1974,Mendes de Sousa,PE,01/05/2022,28/04/2032,34.360.650-3,IPF,ES,647.318.209-87,15850035703,B,Otavio Camara,Srta. Gabriela Pacheco,Srta. Sofia Fogaca
Vinicius Ribeiro,D,21/05/1989,Ramos,SC,15/04/2019,12/04/2029,83.974.385-1,PC,PR,741.938.562-91,48422271507,D,Caua Souza,Ana Laura Fernandes,Vinicius Ribeiro
Sr. Yago Lima,A,12/09/1974,Cunha,RN,30/11/2024,28/11/2034,24.269.919-5,IIRGD,PA,706.893.245-29,90465566035,A,Pietro Pacheco,Stella Fonseca,Sr. Yago Lima
Sra. Lara Goncalves,B,08/12/2006,da Costa,PE,16/08/2023,13/08/2033,72.546.811-6,SSP,PI,263.748.590-65,05293870352,B,Mathias Moura,Valentina Brito,Sra. Lara Goncalves
Heloisa Nascimento,C,28/12/1953,Fogaca de Goias,PR,15/07/2024,13/07/2034,36.961.869-3,DETRAN,TO,920.687.354-74,66142663736,C,Rhavi da Rocha,Maria Julia Mendes,Heloisa Nascimento
Joao Nunes,E,18/03/1981,Lopes de Pastor,RO,20/03/2018,17/03/2028,92.849.639-1,IIRGD,ES,487.261.590-58,79830045978,E,Bento Dias,Heloisa Pimenta,Joao Nunes
Arthur Pires,E,21/07/1945,Peixoto,DF,15/04/2019,12/04/2029,57.219.207-9,IPF,BA,897.135.426-73,36495283084,E,Ian Pacheco,Bruna Cavalcante,Arthur Pires
Lara Goncalves,E,14/05/1991,Borges Alegre,SE,06/12/2022,03/12/2032,35.911.548-2,IPF,CE,547.390.821-79,42093087329,E,Levi Albuquerque,Fernanda Cavalcante,Lara Goncalves
Vitoria Peixoto,C,08/10/1959,Novaes das Pedras,MG,15/02/2022,13/02/2032,45.393.343-8,IPF,SP,298.437.510-60,36654965106,C,Ravi Carvalho,Ana Julia Campos,Vitoria Peixoto
Clara Rezende,E,05/04/2004,Marques de Costa,AL,01/01/2016,29/12/2025,40.678.754-0,DETRAN,PE,851.302.967-02,79216159583,E,Breno Martins,Anna Liz Camargo,Clara Rezende
Caleb Dias,A,27/12/1973,Ferreira,GO,02/01/2020,30/12/2029,85.723.884-4,DETRAN,PB,063.471.529-16,41841154216,A,Gustavo Rodrigues,Maria Laura Sa,Caleb Dias
Thiago da Conceicao,A,04/12/1975,Lima de Goias,PE,30/08/2020,28/08/2030,35.959.703-2,IIRGD,PB,391.780.265-12,62076161180,A,Arthur Miguel da Rocha,Maria Cecilia Albuquerque,Thiago da Conceicao
Joaquim Silveira,A,06/03/1962,Sousa de Ramos,AP,20/06/2021,18/06/2031,15.232.419-5,PC,RS,943.502.781-41,10443840655,A,Sr. Pedro Miguel Duarte,Maria Liz da Paz,Joaquim Silveira
Ayla Marques,D,07/09/1981,Porto do Oeste,MS,01/11/2018,29/10/2028,38.403.631-7,PC,MS,256.194.873-00,92732155462,D,Sr. Ravy da Rosa,Stephany Fernandes,Ayla Marques
Levi da Cunha,D,02/01/1998,Jesus de Albuquerque,PI,04/09/2021,02/09/2031,85.695.572-5,IIRGD,PR,732.165.489-37,11632296275,D,Dr. Matheus Ferreira,Alice Andrade,Levi da Cunha
Pedro Miguel Sa,C,22/06/1993,Cassiano,SP,23/06/2017,21/06/2027,84.802.586-8,PC,SE,274.586.319-37,01783725460,C,Liam Cavalcanti,Isabelly Fernandes,Pedro Miguel Sa
Alana Marques,D,11/02/1946,Porto de Minas,DF,24/09/2018,21/09/2028,79.921.453-5,SSP,SE,589.346.102-98,43849345219,D,Rodrigo Sousa,Srta. Maria Liz Albuquerque,Alana Marques
Sra. Sabrina Cassiano,B,20/09/1947,Nascimento,PB,24/06/2021,22/06/2031,63.495.978-5,SSP,RJ,840.953.126-70,48633799930,B,Asafe Costela,Maria Cecilia das Neves,Sra. Sabrina Cassiano
Dr. Ravi Lucca Cavalcante,E,15/05/1958,Viana das Flores,ES,03/05/2019,30/04/2029,72.909.434-6,IIRGD,RO,437.986.250-00,69638916666,E,Joaquim Costa,Isabelly Santos,Dr. Ravi Lucca Cavalcante
Manuela Moraes,B,10/08/1986,Fernandes de da Cunha,AP,11/09/2022,08/09/2032,69.908.268-8,IPF,PA,927.683.140-13,17136226758,B,Luiz Gustavo Araujo,Stephany Sa,Manuela Moraes
Maria Julia Novais,C,31/03/1987,Aragao de Minas,GO,01/04/2021,30/03/2031,64.916.355-9,IIRGD,ES,206.954.317-06,99456844679,C,Raul Aragao,Luana Jesus,Maria Julia Novais
Maysa da Rosa,E,09/06/1972,Caldeira de Casa Grande,RR,30/08/2017,28/08/2027,36.605.653-7,IPF,SC,063.548.172-35,06542563587,E,Eduardo Guerra,Agatha Almeida,Maysa da Rosa
Jose Miguel Ramos,D,12/10/1956,Montenegro Grande,DF,17/11/2020,15/11/2030,78.214.356-9,IIRGD,BA,019.734.685-57,07032975099,D,Juan Vieira,Sra. Maria Vitoria Moraes,Jose Miguel Ramos
Dr. Joao Guilherme Ferreira,D,17/05/1976,Nogueira Verde,RJ,10/04/2020,08/04/2030,62.248.721-4,PC,RR,274.518.039-88,44592927115,D,Gabriel Rezende,Agatha Cavalcante,Dr. Joao Guilherme Ferreira
Dr. Joao Felipe Pereira,D,22/06/1965,Pires da Serra,RO,18/06/2022,15/06/2032,76.787.128-4,IFP,GO,690.382.154-60,38760276931,D,Joao Guilherme Souza,Daniela Nascimento,Dr. Joao Felipe Pereira
Dr. Asafe Fernandes,C,23/07/1990,Pimenta Paulista,RN,06/03/2020,04/03/2030,58.689.233-1,SSP,MA,031.825.647-90,94183853968,C,Gael Machado,Larissa Correia,Dr. Asafe Fernandes
Theodoro Dias,D,13/06/1953,Cassiano,PA,01/06/2021,30/05/2031,51.229.367-6,SSP,CE,061.927.548-02,12474581606,D,Sr. Joao Guilherme Montenegro,Dra. Hellena Costela,Theodoro Dias
Maria Flor Vasconcelos,E,08/03/1947,da Costa de Minas,ES,09/05/2024,07/05/2034,11.267.988-8,DETRAN,MS,415.387.260-17,23454285470,E,Murilo Aparecida,Maria Helena Montenegro,Maria Flor Vasconcelos
Benicio Sales,D,03/05/1973,Rezende de Vargas,PA,21/10/2022,18/10/2032,76.446.286-9,IIRGD,BA,728.941.356-37,85238317526,D,Pedro Miguel Novaes,Caroline Lima,Benicio Sales
Lunna Cirino,C,26/03/1957,Goncalves,PE,27/10/2024,25/10/2034,49.455.203-8,SSP,PB,401.829.657-67,03922210475,C,Mathias Viana,Sra. Vitoria Vasconcelos,Lunna Cirino
Lais Caldeira,C,10/11/1953,Albuquerque,RJ,29/01/2022,27/01/2032,47.172.225-0,IPF,AC,986.142.730-96,97551260583,C,Breno Barros,Kamilly Albuquerque,Lais Caldeira
Dra. Eloa Gomes,C,22/07/1984,Fogaca,MS,26/03/2024,24/03/2034,80.337.573-2,IFP,PA,769.548.312-55,87991479786,C,Joao Lucas Costa,Raquel Costa,Dra. Eloa Gomes
Pietra Peixoto,D,30/03/1957,da Cruz,RN,25/05/2017,23/05/2027,87.894.321-7,SSP,AL,509.387.126-59,10462145093,D,Luan Silva,Ana Livia Andrade,Pietra Peixoto
Maria Flor Duarte,E,24/01/1972,Pastor,SP,03/09/2021,01/09/2031,16.752.504-6,PC,AM,650.487.239-29,70871584422,E,Henry Gabriel Marques,Sra. Maria Flor Macedo,Maria Flor Duarte
Luiza Correia,B,25/01/1961,Nunes da Prata,MG,25/09/2024,23/09/2034,10.426.537-7,DETRAN,RS,981.250.647-02,15938054545,B,Murilo Azevedo,Sra. Isabela Camargo,Luiza Correia
Matteo Oliveira,A,22/02/1952,Sa do Campo,MS,25/05/2022,22/05/2032,18.100.310-8,DETRAN,RO,871.904.635-93,19188752897,A,Joao Lucas Andrade,Liz da Rocha,Matteo Oliveira
Dr. Carlos Eduardo Aparecida,A,12/07/1975,da Costa de Santos,AM,29/02/2020,26/02/2030,68.320.408-8,IIRGD,PB,146.709.382-31,89995436206,A,Jose Pedro Campos,Mariah Leao,Dr. Carlos Eduardo Aparecida
Pietro Oliveira,C,07/05/1960,Vargas,RS,11/10/2017,09/10/2027,24.956.177-2,IPF,PA,872.361.054-90,03484881328,C,Gael Martins,Zoe Andrade,Pietro Oliveira
Ana Livia Macedo,B,16/02/1986,Moura da Serra,SP,02/12/2016,30/11/2026,46.812.865-9,SSP,BA,891.036.245-60,05314461045,B,Joaquim Pimenta,Catarina da Costa,Ana Livia Macedo
Caleb Peixoto,B,06/01/1997,Lima dos Dourados,AM,18/12/2020,16/12/2030,71.560.624-7,SSP,CE,642.138.907-40,83538288361,B,Vinicius Martins,Yasmin Andrade,Caleb Peixoto
Jade Borges,A,17/08/1987,Cavalcanti,MT,31/01/2017,29/01/2027,33.352.712-7,IIRGD,MA,481.592.036-24,67066392085,A,Vicente da Cunha,Dra. Isis Aparecida,Jade Borges
Arthur Alves,E,28/05/1973,Rezende,RN,04/10/2016,02/10/2026,97.224.840-0,PC,TO,702.196.583-40,68042433778,E,Breno Gomes,Brenda Camargo,Arthur Alves
Ana Vitoria Souza,E,17/01/1963,Teixeira,RR,31/03/2020,29/03/2030,24.609.324-9,IIRGD,CE,298.506.174-11,61898979964,E,Vitor Gabriel Moreira,Fernanda Vieira,Ana Vitoria Souza
Lucas Camara,E,12/05/1956,Duarte de Borges,TO,16/11/2016,14/11/2026,32.970.520-6,IFP,AL,307.645.819-10,53545492561,E,Sr. Vitor Hugo Cavalcanti,Eduarda Pastor,Lucas Camara
Maria Clara Monteiro,B,14/07/1967,Peixoto,RO,02/06/2021,31/05/2031,46.875.365-9,SSP,MT,762.395.140-80,29602265044,B,Vinicius Macedo,Isadora Novais,Maria Clara Monteiro
Aylla Moreira,A,05/09/1959,Caldeira,MS,09/06/2021,07/06/2031,64.629.849-2,IIRGD,MS,457.031.698-01,09585085767,A,Noah Monteiro,Eduarda da Paz,Aylla Moreira
Henry Ferreira,A,17/08/1965,Pacheco de Albuquerque,AP,15/04/2018,12/04/2028,38.755.481-0,PC,PR,703.842.915-97,90196867197,A,Sr. Murilo Pimenta,Olivia Fogaca,Henry Ferreira
Maria Vitoria Macedo,D,12/12/1964,Novaes de Minas,GO,19/02/2020,16/02/2030,29.897.563-4,PC,AC,249.053.716-43,59861708409,D,Henry Cunha,Luara Marques,Maria Vitoria Macedo
Caroline Oliveira,D,01/07/1947,Moreira do Norte,RR,23/10/2022,20/10/2032,23.688.899-6,IPF,CE,781.403.926-69,54430420511,D,Levi Pimenta,Gabrielly Ferreira,Caroline Oliveira
Sra. Melissa Andrade,D,15/02/1953,da Cunha de Freitas,PA,10/08/2024,08/08/2034,22.304.859-0,SSP,AM,519.683.704-39,82177244042,D,Thiago Ramos,Ana Livia Pereira,Sra. Melissa Andrade
Isis Sousa,B,16/10/1976,Rios de Novaes,PA,19/05/2017,17/05/2027,10.622.339-4,IFP,DF,624.830.597-83,35243444353,B,Kaique Farias,Sabrina Souza,Isis Sousa
Maria Helena Aparecida,A,25/10/1976,Silva,RR,21/09/2023,18/09/2033,88.281.512-8,IIRGD,AP,627.940.158-85,50201799297,A,Leandro Aparecida,Maria Sophia Alves,Maria Helena Aparecida
Isis Costela,B,18/12/1992,Farias do Campo,GO,24/05/2017,22/05/2027,62.120.588-0,DETRAN,AL,297.315.086-86,14994592207,B,Sr. Rafael Mendes,Sophia Cardoso,Isis Costela
Sr. Joao Miguel Leao,A,11/10/1998,Machado,MG,30/10/2024,28/10/2034,49.479.325-4,DETRAN,PA,487.931.602-40,81280980939,A,Benicio Cavalcanti,Juliana Rocha,Sr. Joao Miguel Leao
Aurora Cassiano,C,13/09/1980,Peixoto,BA,26/07/2019,23/07/2029,11.204.450-3,IFP,GO,165.348.920-06,85856435556,C,Henry Silveira,Alice Martins,Aurora Cassiano
Stephany Teixeira,A,08/03/1972,da Cruz,GO,24/08/2016,22/08/2026,12.663.933-5,DETRAN,SC,910.278.645-11,57735864965,A,Sr. Caue Costela,Leticia Peixoto,Stephany Teixeira
Sra. Sabrina Nogueira,C,29/04/1995,da Mota de Goias,RS,19/09/2016,17/09/2026,30.525.136-7,IIRGD,MG,863.920.451-98,84568965293,C,Thiago da Conceicao,Hadassa da Mota,Sra. Sabrina Nogueira
Sr. Nicolas Andrade,E,07/05/1945,Monteiro,PI,17/07/2017,15/07/2027,16.124.242-2,PC,SP,452.837.061-17,78226124959,E,Carlos Eduardo Rios,Srta. Nicole Costela,Sr. Nicolas Andrade
Luna Sa,D,14/09/1988,Duarte,BA,03/01/2023,31/12/2032,45.710.426-7,PC,SC,098.361.274-96,44988700062,D,Anthony Vieira,Brenda Abreu,Luna Sa
Pedro Miguel da Paz,E,14/04/1975,Gomes de Cardoso,AM,29/08/2017,27/08/2027,13.791.850-3,IIRGD,RO,651.309.742-80,51550002823,E,Gustavo Lima,Gabrielly Cirino,Pedro Miguel da Paz
Dra. Manuela Silveira,E,17/02/1976,Sampaio de Sampaio,RS,16/05/2016,14/05/2026,28.867.533-9,IIRGD,AP,874.963.051-20,10468901715,E,Yuri da Conceicao,Alice Lopes,Dra. Manuela Silveira
Srta. Milena Andrade,B,04/07/1968,Nascimento da Serra,MG,25/06/2022,22/06/2032,88.856.840-9,SSP,MA,723.068.491-96,53419181880,B,Dr. Rafael Siqueira,Helena das Neves,Srta. Milena Andrade
Ravi Barbosa,E,09/09/1988,Sa do Campo,MS,09/04/2020,07/04/2030,54.142.587-9,SSP,MT,046.592.178-76,61222066209,E,Caleb Nogueira,Daniela Nogueira,Ravi Barbosa
Thiago Cavalcanti,A,28/04/1964,Campos,SE,26/07/2019,23/07/2029,52.127.984-2,IFP,AL,495.130.782-05,79505550341,A,Dr. Ian da Cruz,Dra. Jade Campos,Thiago Cavalcanti
Isabela Costa,A,14/12/1995,Pinto do Oeste,BA,30/09/2024,28/09/2034,28.749.921-9,IFP,BA,537.184.269-19,17228493509,A,Ravi Lucca Siqueira,Liz Campos,Isabela Costa
Srta. Joana Ramos,E,18/07/1965,Pereira Verde,PA,08/03/2021,06/03/2031,55.970.483-8,PC,BA,720.859.614-01,00938877570,E,Ian Lima,Luna Moreira,Srta. Joana Ramos
Luiza Rodrigues,C,21/07/1962,Marques Verde,TO,19/11/2018,16/11/2028,38.851.304-1,IFP,BA,712.835.064-08,89978526894,C,Arthur Vasconcelos,Bruna Rezende,Luiza Rodrigues
Davi Lucca Cirino,E,01/03/1951,Cirino do Norte,CE,02/07/2017,30/06/2027,27.843.958-1,IIRGD,BA,893.420.167-31,67340839641,E,Vinicius Montenegro,Maria Nascimento,Davi Lucca Cirino
Noah Leao,E,03/06/1991,Machado,SE,11/03/2018,08/03/2028,76.484.350-9,SSP,AC,248.690.157-49,34336429842,E,Arthur Gabriel da Cunha,Natalia Brito,Noah Leao
Bianca da Cunha,E,13/10/2004,Silva,SC,29/11/2016,27/11/2026,88.354.417-3,SSP,MA,317.609.584-84,48216351144,E,Enrico Freitas,Eduarda Silva,Bianca da Cunha
Luiz Miguel Pereira,A,20/11/1982,Peixoto do Amparo,RS,28/10/2017,26/10/2027,79.505.847-7,PC,MG,624.908.731-13,33729653107,A,Luiz Miguel Pimenta,Sophie Azevedo,Luiz Miguel Pereira
Marcos Vinicius Montenegro,E,24/11/1994,Rios do Norte,PI,01/08/2024,30/07/2034,89.775.473-8,SSP,PI,432.185.790-23,69648729117,E,Caio Siqueira,Jade Marques,Marcos Vinicius Montenegro
Matteo Vasconcelos,B,04/02/1946,Castro,MT,12/06/2024,10/06/2034,23.762.956-3,IPF,PA,678.429.301-04,36191371695,B,Vitor Hugo Cavalcanti,Zoe Sampaio,Matteo Vasconcelos
Ryan Almeida,E,30/12/1986,Novais,SC,03/07/2016,01/07/2026,84.397.784-6,IFP,RN,762.518.490-02,49568824377,E,Leandro Ramos,Alana Sousa,Ryan Almeida
Paulo Correia,A,17/04/2004,Pires,MA,09/02/2016,06/02/2026,52.358.549-0,SSP,SC,214.790.863-04,25849694317,A,Mathias Vasconcelos,Aurora Cavalcanti,Paulo Correia
Ana Laura Pimenta,C,01/08/1992,Santos,AC,30/01/2023,27/01/2033,39.356.541-9,IFP,MA,791.382.540-50,27204247915,C,Erick Rocha,Maya da Cruz,Ana Laura Pimenta
Juan Brito,C,04/01/1957,Cardoso de Freitas,PB,26/03/2024,24/03/2034,74.177.223-2,IIRGD,RJ,657.013.984-39,79880197280,C,Luigi Camara,Marina Pereira,Juan Brito
Eduarda Ferreira,E,11/10/1994,Almeida de Sales,SE,14/03/2024,12/03/2034,36.499.947-8,IPF,PA,614.320.598-15,15840162825,E,Bento Carvalho,Lara da Mota,Eduarda Ferreira
Vinicius Cavalcanti,C,17/05/2000,Casa Grande,SC,08/04/2019,05/04/2029,75.764.376-6,IIRGD,MG,897.251.463-28,06174591828,C,Rhavi Andrade,Liz Vargas,Vinicius Cavalcanti
Nicole da Rocha,D,10/05/1977,Goncalves do Sul,PI,12/06/2024,10/06/2034,79.841.697-0,DETRAN,ES,528.430.619-89,57829707041,D,Mathias Macedo,Eloah Guerra,Nicole da Rocha
Matheus Araujo,A,20/02/1991,Moreira,SP,17/12/2021,15/12/2031,58.126.676-2,SSP,MA,723.145.068-71,22522840727,A,Breno Vasconcelos,Maria Vitoria Nunes,Matheus Araujo
Sr. Caua Cavalcante,B,10/10/1976,Costa da Serra,RN,21/06/2022,18/06/2032,32.113.324-4,IPF,RN,593.086.241-98,25526350537,B,Rael Siqueira,Dra. Mariah Azevedo,Sr. Caua Cavalcante
Davi Lucas Farias,E,13/04/1988,Freitas de Pereira,AL,17/12/2017,15/12/2027,22.783.317-6,IPF,PE,473.065.192-80,56680096729,E,Sr. Joao Gabriel Pinto,Bella Pereira,Davi Lucas Farias
Luisa Barros,E,30/11/1970,da Mota,SC,16/04/2020,14/04/2030,91.202.221-8,PC,PA,016.938.742-96,59772042706,E,Thomas Correia,Marina da Luz,Luisa Barros
Bella Nunes,D,23/12/1956,Siqueira,DF,04/01/2018,02/01/2028,42.704.336-8,PC,PE,621.597.384-09,08727209298,D,Dr. Emanuel Costela,Ana Sophia Fonseca,Bella Nunes
Luna Casa Grande,E,05/09/1980,Teixeira,PI,15/03/2019,12/03/2029,74.805.123-9,SSP,AM,489.261.350-98,05565512885,E,Luan Peixoto,Clarice da Paz,Luna Casa Grande
Srta. Maria Cecilia Campos,A,11/06/1977,Guerra do Amparo,MG,20/08/2020,18/08/2030,62.899.257-0,PC,BA,509.381.647-75,92458998941,A,Lucas Mendes,Dra. Heloisa Sousa,Srta. Maria Cecilia Campos
Ravi Lucca Rodrigues,A,22/12/1985,Monteiro,SP,24/02/2020,21/02/2030,68.349.194-4,DETRAN,SE,593.071.682-02,00884257178,A,Heitor Dias,Evelyn Vasconcelos,Ravi Lucca Rodrigues
Luiz Henrique Moura,B,23/10/1966,Montenegro de Camargo,PE,25/05/2016,23/05/2026,62.434.317-3,IIRGD,AC,382.196.574-64,54593112365,B,Davi Lucas da Rocha,Ana Carolina Cavalcante,Luiz Henrique Moura
Dr. Dom Porto,D,22/06/1976,da Costa,MT,26/08/2022,23/08/2032,97.333.585-8,IIRGD,AL,728.539.614-19,10129859275,D,Henry Gabriel Sampaio,Elisa Silva,Dr. Dom Porto
Maite Fonseca,C,01/09/1984,Rios da Prata,SC,23/08/2023,20/08/2033,33.189.127-8,PC,AL,198.240.756-58,30559178571,C,Gael Henrique Goncalves,Dra. Kamilly Teixeira,Maite Fonseca
Enzo Vieira,A,08/01/1949,Silveira de Correia,MT,20/05/2016,18/05/2026,40.236.320-8,IIRGD,MS,036.894.125-60,25528316702,A,Henrique Camara,Joana da Cunha,Enzo Vieira
Joao Lucas Almeida,D,02/06/1962,Costa,MT,22/01/2016,19/01/2026,60.442.707-6,SSP,RS,368.419.057-84,34266041517,D,Luiz Fernando das Neves,Rafaela Souza,Joao Lucas Almeida
Pedro Miguel Sales,C,26/05/1987,da Conceicao,DF,12/11/2021,10/11/2031,28.597.229-8,DETRAN,RJ,265.301.849-70,44196614502,C,Lucas Gabriel Nogueira,Maria Flor Pastor,Pedro Miguel Sales
